Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,No (Modified),Non-Travel,118,Sales (Modified),3,5,Medical,-4,124,-3,Male,44,5,2,Sales Executive (Modified),4,Married,4223,8859,-2,Y,No (Modified),14,4,3,77,1,1,7,8,4,5,-2,7
44,No,Travel_Frequently,634,Research & Development,-4,3,Medical,-2,124,7,Male,35,-3,-1,Healthcare Representative,1,Married (Modified),10672,3146,6,Y,Yes,9,5,-1,84,1,17,5,2,6,12,11,3
33,No,Travel_Frequently,1147,Sales,22,-2,Medical,-3,1218,-2,Female (Modified),83,-1,4,Sales Executive,-2,Married,4542,4909,3,Y,No,9,5,4,84,-1,11,4,-3,7,5,1,4
37,No,Non-Travel,255,Sales,13,-3,Medical,-1,1329,4,Male,40,-2,3,Sales Executive,4,Single,6146,22074,4,Y (Modified),No,17,-2,-3,84,2,14,3,1,17,2,9,10
36,No,Travel_Rarely (Modified),882,Sales,3,3,Life Sciences,4,1585,-1,Female,74,-2,2,Sales Executive,1,Single,6811,21442,5,Y,No,15,6,2,77,-5,18,8,4,1,-4,0,1
45,Yes,Travel_Rarely,623,Research & Development,19,6,Medical,1,1296,-2,Female,68,1,1,Healthcare Representative,6,Married,7979,14075,5,Y,No,6,6,7,80,1,10,4,3,6,2,1,6
31,Yes,Travel_Rarely,902,Research & Development,10,-2,Life Sciences,-4,991,1,Female,88,5,-4,Research Scientist,3,Single,2402,11481,1,Y,Yes,23,6,7,83,-5,3,6,2,-2,2,2,4
25,No,Travel_Rarely,586,Research & Development,2,5,Medical (Modified),0,6,1,Male (Modified),42,1,0,Laboratory Technician,5,Married,3469,16632,8,Y (Modified),No,15,2,5,77,-2,8,4,-2,2,2,3,6
39,No (Modified),Travel_Frequently,398,Sales,22,3,Life Sciences,2,153,5,Male,95,0,5,Manager,1,Married,16960,19495,5,Y,Yes,10,3,8,82,4,24,5,1,24,13,-1,15
53,Yes,Travel_Frequently,959,Sales,-2,6,Other,0,1116,5,Male,79,3,-2,Sales Executive,3,Single,4728,17248,3,Y,Yes,11,0,7,84,-4,4,2,0,-5,4,-3,1
41,No (Modified),Non-Travel,1146,Research & Development,10,5,Medical,-4,488,6,Female,32,5,4,Manufacturing Director,4,Married (Modified),5259,16040,0,Y,No,12,7,5,76,4,10,1,1,0,4,1,-4
38,No,Travel_Rarely,1131,Research & Development,16,3,Medical (Modified),5,1802,1,Male,95,2,-2,Healthcare Representative,-3,Married,5540,5694,9,Y,No,21,5,-1,76,-2,6,3,6,-4,1,2,-1
35,No,Travel_Rarely,409,Research & Development,-1,8,Technical Degree,3,721,2,Female,76,5,3,Healthcare Representative,0,Single,4553,20981,4,Y (Modified),No,12,5,4,76,4,15,0,1,19,11,15,13
30,No,Travel_Frequently,196,Research & Development,-2,5,Life Sciences,0,1297,5,Male,49,2,3,Laboratory Technician,2,Married,3864,14219,-1,Y,Yes,16,6,-3,81,-3,6,2,-1,6,0,1,6
32,No (Modified),Travel_Rarely,978,Research & Development,1,5,Medical,4,1673,2,Male,40,7,-3,Research Scientist (Modified),-1,Divorced,5473,25519,4,Y,No,16,6,7,78,0,14,1,4,11,7,5,10
47,No,Travel_Rarely,1003,Research & Development,7,1,Life Sciences,-4,1823,-1,Female,91,5,6,Manufacturing Director,6,Divorced,10331,19274,10,Y,Yes,12,1,1,76,-3,24,3,6,24,15,10,6
39,No (Modified),Non-Travel,551,Human Resources,0,1,Human Resources,-1,1721,1,Male,58,5,-3,Human Resources,-3,Married,6426,20789,1,Y,No,16,0,3,76,0,12,7,6,3,2,-4,6
55,Yes,Travel_Rarely,150,Research & Development,22,1,Medical,-4,165,5,Female,89,3,7,Healthcare Representative,6,Married,10312,3462,1,Y,No,15,0,2,83,1,37,3,0,35,8,18,4
32,No,Travel_Frequently,301,Sales,0,8,Marketing,3,213,6,Female,78,3,4,Sales Representative (Modified),0,Married,2228,11317,6,Y,No,16,-1,3,81,0,6,6,3,1,7,0,2
29,No (Modified),Travel_Frequently,1296,Research & Development,1,-1,Life Sciences,-3,1852,3,Female,57,1,-3,Laboratory Technician,6,Single,2379,19824,0,Y,Yes,12,4,4,78,-3,1,6,-2,0,0,-2,2
37,No,Non-Travel,498,Research & Development,1,-3,Life Sciences,-3,1333,-2,Male,35,1,6,Manager,3,Married,17864,26584,4,Y,Yes,8,1,4,80,-5,19,-2,-2,15,7,-3,7
41,No,Travel_Rarely,805,Research & Development,-3,-4,Medical,5,760,6,Female,81,5,3,Research Scientist,8,Single,2346,22928,1,Y,Yes,16,5,5,80,-5,3,-2,6,3,1,3,4
59,No,Travel_Rarely,1140,Research & Development,-4,3,Medical,1,1425,0,Male,78,0,0,Research Director,7,Divorced,14735,12416,-2,Y,No,13,6,8,80,1,30,2,-1,9,9,1,-1
41,No,Travel_Rarely,1114,Research & Development,0,-1,Life Sciences,3,80,-4,Male,54,4,-2,Manufacturing Director,-2,Divorced,5994,2692,5,Y,No,13,6,5,80,3,8,6,4,3,1,-2,9
26,No,Travel_Frequently,1326,Research & Development,3,2,Medical,-4,338,-1,Male,72,5,3,Research Director,5,Divorced,13673,13527,7,Y (Modified),No,7,5,-4,76,2,13,2,2,-3,0,0,3
36,No,Travel_Rarely,1355,Research & Development,5,6,Medical,3,154,1,Female,44,2,5,Manager,3,Single,11627,5617,6,Y,No,13,5,0,79,2,15,1,4,7,13,7,8
31,No,Travel_Rarely,1402,Research & Development,9,-2,Medical,4,1196,-3,Female (Modified),53,2,3,Laboratory Technician,6,Married,3126,26344,-1,Y,No,8,-2,2,76,5,11,2,-2,6,9,3,5
42,No,Travel_Rarely,645,Research & Development,2,5,Life Sciences,-3,1994,4,Male,74,0,1,Research Scientist,-1,Married,2779,21411,-1,Y (Modified),No,23,7,-4,83,5,10,7,-1,3,-1,4,3
52,No (Modified),Travel_Rarely,1395,Research & Development,6,0,Life Sciences,-4,115,3,Male,46,-4,5,Manufacturing Director,7,Single,7258,21693,5,Y,No,10,1,-2,79,-3,35,7,3,2,8,-2,6
44,No,Travel_Rarely,614,Research & Development,2,0,Life Sciences,-4,1800,5,Female,95,0,4,Laboratory Technician (Modified),-2,Married (Modified),3373,25601,7,Y,No,17,-1,4,75,1,10,8,-3,3,7,0,2
38,No,Travel_Frequently,317,Sales,5,4,Marketing,3,314,-3,Male,44,-2,1,Sales Representative,7,Divorced,2791,2539,4,Y,No,16,5,1,80,3,17,0,5,5,12,0,4
44,No,Travel_Frequently,1209,Sales,5,0,Marketing,-2,60,3,Male,100,7,-3,Sales Executive,-1,Single (Modified),5771,20442,6,Y,Yes,23,-1,2,78,0,18,2,-2,13,3,3,6
39,No,Travel_Rarely,1175,Sales,-2,5,Medical,1,1701,4,Male (Modified),69,2,1,Sales Executive,4,Married,7844,6066,2,Y,Yes,12,0,-3,81,4,10,-2,5,9,6,12,8
33,No,Travel_Frequently (Modified),439,Sales,2,1,Marketing,-1,403,8,Female,81,-1,1,Sales Representative,5,Divorced,2790,3907,0,Y (Modified),No,13,1,3,75,2,0,9,5,3,-1,3,2
26,No,Non-Travel,882,Research & Development,9,0,Medical,2,1302,0,Female,71,1,5,Manufacturing Director (Modified),7,Single,4697,12856,9,Y,Yes,20,7,-2,79,2,14,2,3,3,1,-1,11
34,No,Travel_Rarely,916,Research & Development,-2,7,Life Sciences,3,803,3,Male,33,4,2,Laboratory Technician,4,Married,3828,24374,4,Y,No,17,2,-1,79,5,8,-1,3,2,3,-5,1
48,No,Non-Travel,656,Research & Development,4,5,Medical,-4,1773,1,Female,57,6,3,Manufacturing Director,-1,Married,12964,22310,8,Y,Yes,16,2,7,79,-2,27,4,6,0,0,1,-2
54,No,Travel_Rarely,829,Research & Development (Modified),2,-2,Life Sciences,3,351,-1,Male,97,3,3,Research Scientist,7,Married,2723,23227,-1,Y,No,15,6,4,78,-5,4,-1,-1,-1,1,1,-1
48,Yes,Travel_Frequently,566,Sales,11,5,Technical Degree,-4,722,4,Male,47,3,0,Sales Executive,5,Married,6800,23455,-1,Y,Yes,12,3,3,83,5,20,-1,4,-1,-1,-4,7
26,No,Travel_Rarely (Modified),1179,Research & Development,22,3,Other,5,1083,7,Male,89,-2,-3,Manufacturing Director,-4,Married,9953,9092,-3,Y,No,14,6,4,83,0,9,5,-1,5,-1,-5,0
30,No,Travel_Rarely,1114,Sales,10,1,Life Sciences,2,805,0,Female,93,-2,2,Sales Executive,4,Married,6504,13304,4,Y,No,20,2,-3,77,5,3,-1,0,5,5,3,6
27,No,Travel_Rarely,371,Research & Development,5,4,Life Sciences,2,1271,5,Male,47,7,3,Research Scientist,3,Married,1221,16904,-1,Y,No,26,8,6,77,-1,3,2,3,5,-1,-2,-3
40,No,Travel_Rarely,403,Research & Development,3,5,Technical Degree,2,718,4,Female,77,3,-3,Healthcare Representative,5,Single,4556,20977,0,Y,No,10,-1,-1,81,-5,22,1,7,17,8,6,12
46,No,Travel_Frequently,1307,Sales,2,1,Medical,1,471,-3,Male,96,-1,6,Sales Representative,0,Single,2973,25746,1,Y,No,14,-2,0,84,1,2,1,-2,3,2,-2,2
37,No (Modified),Travel_Rarely,1205,Sales,21,2,Life Sciences,-1,1673,0,Male,81,3,-2,Sales Executive,1,Single,7077,11586,5,Y,Yes,13,-1,-1,80,4,17,4,-1,2,4,4,-3
36,No,Travel_Rarely,526,Research & Development,4,4,Technical Degree,5,2035,7,Male,78,-2,4,Research Scientist,2,Single,2435,11285,4,Y,No,13,3,7,82,0,8,6,7,6,2,-4,0
58,No,Travel_Rarely (Modified),396,Human Resources,23,1,Medical,1,693,3,Male,88,-1,3,Human Resources,-3,Married,10727,6725,5,Y,No,15,3,7,79,-1,12,3,4,10,10,11,4
33,No (Modified),Travel_Rarely,1276,Research & Development,1,1,Medical,2,1978,5,Female,62,3,-1,Laboratory Technician,2,Divorced (Modified),1131,17539,-3,Y,Yes,6,4,2,83,1,-4,8,-1,5,2,-4,-5
47,No,Non-Travel,1190,Research & Development,3,1,Medical,-2,267,5,Male,61,1,8,Manager,5,Married (Modified),16787,20460,12,Y,No,18,2,2,78,5,24,2,-2,21,7,6,4
22,No,Travel_Rarely,1473,Research & Development,-2,-3,Medical,-3,501,0,Male,83,6,-3,Laboratory Technician,6,Divorced,3819,17878,5,Y,No,8,-2,3,79,-3,4,-3,3,1,1,2,5
38,No,Travel_Rarely,581,Research & Development,28,0,Life Sciences (Modified),-4,2030,-3,Female,60,1,8,Manufacturing Director,-2,Married,13571,5637,-5,Y,No,26,0,7,81,-3,22,7,5,18,8,1,13
36,No,Travel_Rarely,1243,Sales,17,3,Medical,4,1946,0,Male,40,7,5,Sales Executive,-1,Divorced,8625,22910,1,Y,No,22,6,4,78,4,8,1,1,9,11,-4,4
34,No (Modified),Non-Travel (Modified),974,Research & Development,-4,6,Medical (Modified),4,308,2,Male (Modified),88,4,5,Manufacturing Director,1,Married,4344,4383,-5,Y,No,10,1,6,79,2,5,1,0,8,7,-3,-1
44,No,Travel_Rarely,244,Sales,6,4,Marketing,-2,900,6,Female (Modified),31,0,-2,Sales Executive,5,Married,4538,17781,-4,Y,Yes,23,4,-4,84,4,12,0,-2,3,7,10,7
25,No,Travel_Frequently,295,Research & Development,8,-3,Life Sciences (Modified),0,732,7,Male,28,-1,4,Manufacturing Director,1,Divorced,8788,4806,-3,Y,No,24,2,3,77,-2,12,4,4,4,3,4,9
31,No,Non-Travel,585,Sales,6,1,Life Sciences,-4,1325,1,Female,59,4,0,Sales Executive,-1,Divorced,9850,8936,3,Y,Yes,22,7,-1,77,4,10,6,4,7,4,7,1
49,No,Travel_Frequently,885,Research & Development,20,4,Medical,-2,863,5,Female,79,-3,2,Manufacturing Director,8,Married,13829,19025,5,Y,No,25,-1,6,78,-3,34,7,-1,11,8,1,0
32,No,Travel_Rarely (Modified),985,Research & Development,-4,0,Medical,-4,1176,0,Male,62,2,4,Laboratory Technician,0,Married,2257,16338,5,Y,No,10,1,-2,77,-4,9,5,5,6,-5,2,2
42,No,Travel_Frequently,378,Sales,-3,6,Marketing (Modified),3,1483,-4,Female,77,7,-3,Sales Executive,-2,Married (Modified),4766,9284,5,Y,No,13,7,-2,76,-1,6,1,6,-2,-3,3,-1
27,Yes,Travel_Rarely (Modified),1086,Research & Development,6,1,Life Sciences (Modified),-1,1312,0,Male,79,7,1,Laboratory Technician,3,Married,4882,22842,-3,Y,No,17,4,-1,80,0,14,6,-2,6,5,-1,4
50,No,Travel_Rarely,1218,Research & Development,-2,3,Technical Degree,0,129,-2,Female,59,1,1,Research Director,1,Married,13547,23999,12,Y,No,16,1,-3,75,1,20,5,2,0,-2,-5,-1
52,No,Travel_Rarely,1099,Research & Development,7,-3,Medical,-2,1251,-2,Male,87,-2,7,Manager,6,Married (Modified),18712,12123,1,Y,No,12,-2,3,81,5,19,0,1,2,4,1,-1
34,No,Travel_Rarely,1403,Sales,-2,6,Life Sciences,5,1959,-1,Male,58,-2,4,Sales Representative,-3,Single,2862,11469,6,Y,No,10,0,-4,76,4,22,2,-3,-1,2,1,3
46,Yes,Non-Travel,670,Research & Development,25,4,Life Sciences,1,379,2,Male,89,5,-2,Manager,-2,Married,11845,10271,-2,Y,Yes,12,7,2,83,-2,11,2,5,13,8,6,13
20,No,Travel_Rarely,306,Research & Development,7,5,Medical,-1,786,-1,Male,75,3,-2,Research Scientist (Modified),3,Single,3503,19630,0,Y,No,19,4,6,82,-4,-3,-2,4,2,-1,1,4
36,No,Travel_Rarely,537,Sales (Modified),14,0,Marketing (Modified),0,1267,5,Male,78,3,4,Sales Executive,-1,Divorced,8382,21707,-1,Y (Modified),Yes (Modified),14,2,-1,78,-3,13,5,1,9,4,-1,12
36,No,Travel_Rarely,373,Research & Development,12,4,Life Sciences,1,1723,-2,Female,94,6,1,Manufacturing Director,-4,Married,6516,5041,-3,Y,Yes,18,2,1,84,-3,16,3,0,2,-2,-4,-2
32,No,Travel_Rarely,1215,Research & Development,-4,0,Medical,4,101,4,Male,33,-3,-1,Research Scientist,-1,Single,2855,26282,-4,Y,No,14,7,-4,81,1,8,6,6,8,-1,-3,6
36,No,Travel_Rarely,1267,Sales,6,2,Technical Degree,0,1883,6,Female,60,4,0,Sales Executive,7,Married,5669,6060,2,Y,Yes,13,1,-1,76,5,6,4,-1,9,10,4,8
31,No,Travel_Rarely,949,Research & Development,6,2,Other,3,846,4,Male,62,7,4,Manufacturing Director,4,Single,10223,18868,6,Y,No,23,5,-3,78,2,13,-2,3,5,4,-2,10
33,No,Non-Travel,1250,Sales,18,-1,Medical,-3,905,3,Male,34,6,2,Sales Executive,-3,Single,7637,4815,-4,Y,Yes,16,7,3,77,0,6,1,7,11,3,-1,12
43,No,Travel_Rarely (Modified),854,Research & Development,9,2,Medical,2,1767,6,Male,59,-2,4,Laboratory Technician,-1,Divorced,2770,8952,9,Y,No,18,8,2,84,0,11,4,-2,0,6,3,6
32,No,Non-Travel,1065,Research & Development,21,7,Medical,-1,529,0,Female,67,-1,0,Research Scientist,1,Married,4447,23870,5,Y,Yes,10,1,-2,79,-2,15,5,3,13,15,12,3
46,No,Travel_Rarely,1110,Human Resources (Modified),1,7,Life Sciences,-4,669,2,Female,51,0,-3,Human Resources,7,Single,5984,26890,8,Y,No,15,4,4,82,-2,8,-4,8,1,2,-2,1
53,No,Non-Travel,663,Research & Development,-4,4,Life Sciences,-3,2024,0,Male,61,7,-3,Healthcare Representative,1,Divorced,6307,26233,5,Y,No,17,0,4,80,-1,8,2,6,10,14,-2,6
42,No,Travel_Rarely,981,Research & Development,13,-1,Life Sciences,2,522,1,Male,56,4,-1,Research Director,-2,Divorced,14332,4343,1,Y,No (Modified),14,0,7,76,-1,21,3,2,25,10,2,8
58,Yes,Travel_Frequently,778,Research & Development,4,-2,Life Sciences (Modified),-2,918,4,Male,59,1,-1,Laboratory Technician,0,Divorced,2375,13379,6,Y,Yes,10,-1,8,78,-3,6,3,4,0,0,-1,2
24,No,Travel_Rarely (Modified),887,Research & Development,1,-2,Medical,-1,706,-3,Male,57,0,0,Research Scientist,3,Married,2818,8540,0,Y,No,18,-1,-4,79,2,4,5,4,0,1,-4,-1
34,No (Modified),Travel_Rarely,994,Research & Development,3,3,Medical,0,1562,-1,Male,71,6,5,Laboratory Technician,5,Single,2450,21727,3,Y,No,15,-2,2,80,4,6,6,6,5,-2,-3,0
36,No,Travel_Rarely,429,Human Resources (Modified),8,-1,Human Resources,2,732,2,Male,73,0,5,Manager,2,Divorced,19142,8864,3,Y,No,13,-2,1,76,2,20,-2,6,25,8,13,6
47,No,Travel_Rarely,1046,Research & Development,5,1,Technical Degree,-3,492,2,Male,100,6,2,Healthcare Representative,-1,Single (Modified),10500,2756,2,Y,No,10,-2,7,84,0,19,-3,0,6,4,-3,0
31,No,Travel_Rarely,123,Research & Development,8,-1,Medical,2,36,6,Male,85,2,4,Laboratory Technician (Modified),1,Single,2210,16116,4,Y,No,16,-1,-2,83,-2,10,7,-1,9,1,0,12
26,No,Travel_Rarely,139,Research & Development,8,5,Medical,-1,245,3,Female,96,1,-2,Research Scientist,2,Married,3929,6979,9,Y,Yes,25,2,2,81,3,8,4,3,2,1,-1,-2
25,No,Travel_Rarely,858,Sales (Modified),6,6,Marketing (Modified),2,1424,8,Female,75,3,-3,Sales Executive,3,Divorced (Modified),4782,12764,10,Y,No,16,5,4,76,3,4,-1,2,1,0,-3,2
26,No,Travel_Rarely,995,Sales,6,-1,Medical,-3,1672,3,Male,42,6,-3,Sales Executive,2,Divorced (Modified),4183,3360,5,Y,Yes,16,1,5,81,-4,6,4,4,9,0,-3,5
33,Yes,Travel_Rarely,1079,Sales,19,-1,Marketing,-1,1760,-3,Male,68,4,7,Sales Executive,-1,Married,8161,19004,-1,Y,No,15,5,-4,81,5,13,3,7,0,-1,-3,-5
50,Yes,Travel_Rarely,265,Research & Development,23,0,Medical,-4,1818,-1,Female,63,-2,-1,Healthcare Representative,-2,Married,8930,10840,4,Y,No,19,6,0,77,3,15,-1,1,7,6,-1,7
33,No,Travel_Rarely,777,Sales,-4,0,Marketing,2,95,0,Male,33,6,2,Sales Executive,-2,Single,4312,23011,4,Y,No,11,-2,2,80,2,14,4,2,15,15,5,12
48,No,Travel_Rarely,1409,Research & Development,8,2,Technical Degree,-2,1364,5,Female,83,-2,0,Manufacturing Director,3,Single,13140,24435,2,Y,No,19,4,-1,83,3,28,3,-2,1,3,-2,3
23,No,Travel_Rarely,1477,Sales,4,5,Medical,5,1443,0,Female,45,5,5,Sales Executive,1,Married,4162,15213,-4,Y,Yes,15,6,-1,76,5,4,7,1,2,2,2,3
28,No,Travel_Frequently,446,Sales,1,-1,Marketing,-4,394,8,Female,85,5,1,Sales Representative,3,Divorced,2793,3913,-4,Y,No,13,-2,-1,82,5,-1,9,0,3,0,4,-2
58,No,Travel_Rarely,111,Sales,2,-3,Life Sciences,-3,102,-2,Male,67,3,1,Sales Executive,7,Married (Modified),10240,18089,6,Y,No,11,1,6,81,3,26,-1,7,-3,4,3,1
52,No,Travel_Rarely (Modified),1126,Research & Development,0,5,Medical,0,994,0,Male,70,4,1,Research Director (Modified),3,Divorced (Modified),17400,6610,9,Y,No,22,5,0,84,-4,36,1,5,2,2,1,7
29,Yes,Travel_Rarely,1143,Sales,8,-2,Technical Degree,-3,798,4,Male,34,5,1,Sales Executive,5,Single,5328,3066,8,Y,No,14,2,3,81,0,7,1,6,5,-1,-4,3
31,No,Travel_Frequently,878,Research & Development,7,8,Medical,3,272,1,Male,44,3,-4,Research Scientist,-2,Divorced,3818,5971,0,Y,Yes (Modified),17,4,1,78,1,4,4,7,0,0,3,-4
36,No,Travel_Rarely,1323,Research & Development,2,-2,Medical,-4,477,5,Male,46,1,-1,Research Scientist (Modified),1,Divorced,5970,16996,3,Y,Yes,9,-1,3,79,0,10,-2,1,10,6,10,9
25,Yes,Travel_Rarely,1290,Research & Development,3,-2,Medical,-1,1783,4,Female,80,4,1,Laboratory Technician,0,Married,2398,15995,0,Y,Yes,15,-2,4,77,-2,-3,2,3,0,3,0,-2
35,No,Travel_Rarely,226,Sales,9,1,Medical,-4,375,3,Male,100,7,6,Sales Executive,-1,Married,6500,22828,3,Y,No,14,7,2,80,-3,7,3,4,5,0,-2,-4
37,No,Travel_Rarely (Modified),690,Research & Development,19,6,Life Sciences,4,391,7,Male,82,-1,1,Healthcare Representative,0,Divorced,5741,18899,11,Y,No,11,2,-2,79,3,11,6,3,6,5,-3,5
31,Yes,Travel_Rarely,694,Research & Development,9,-4,Medical,-2,30,3,Male,81,5,-4,Research Scientist,-2,Single,2961,17105,5,Y,No,7,5,6,76,3,12,0,-1,5,5,2,3
34,No,Travel_Frequently,610,Sales,10,2,Marketing,-1,1357,4,Female,78,7,-2,Sales Executive,1,Married,4637,2258,4,Y,No,12,-1,4,84,1,17,0,3,14,4,3,14
37,No,Travel_Rarely,780,Sales,4,6,Marketing,1,103,6,Male,35,-1,1,Sales Executive,-4,Single,4313,23020,-3,Y,No,11,5,5,80,-2,19,6,1,16,9,5,5
55,Yes,Travel_Rarely,727,Research & Development,7,6,Medical (Modified),2,433,5,Male,87,2,1,Research Scientist,-2,Married,4944,17748,0,Y,No,16,6,-2,84,1,14,-2,-1,10,6,7,7
34,No,Non-Travel,1433,Sales,3,1,Life Sciences,-1,790,2,Male,79,6,3,Sales Executive (Modified),4,Single,7590,14224,1,Y,No (Modified),15,3,-2,75,-4,7,0,6,5,10,0,9
43,No (Modified),Travel_Rarely,1416,Research & Development,0,5,Medical,1,350,1,Male,53,-1,9,Research Director,2,Divorced,19431,5946,3,Y,No,23,5,-1,76,3,26,7,5,22,9,4,7
48,No,Travel_Rarely,809,Research & Development,5,1,Life Sciences,2,1675,-1,Male,37,1,5,Manager,3,Single,15378,22387,8,Y,No,14,5,2,79,-2,20,0,1,11,10,-1,0
25,No,Travel_Rarely,1254,Research & Development,24,5,Life Sciences,3,827,5,Male (Modified),83,3,4,Research Scientist,0,Married,2696,23777,4,Y,No,21,2,1,84,1,8,-1,5,5,9,-4,11
49,No,Travel_Rarely,1314,Sales,6,0,Marketing,5,1759,3,Female (Modified),77,1,-3,Sales Executive,5,Single,4504,8193,1,Y,No,7,-2,7,83,2,4,-1,7,4,-2,-2,6
19,Yes,Travel_Frequently,866,Research & Development,6,0,Life Sciences (Modified),2,135,5,Female,63,-1,-2,Laboratory Technician,0,Single,2924,19787,-2,Y,Yes,16,4,3,82,-3,-3,1,5,-1,-2,4,1
28,No,Travel_Frequently,425,Sales,8,4,Medical,-2,1478,3,Male,58,4,0,Sales Executive,0,Married,4368,17451,-5,Y,No,13,4,-1,84,-1,6,3,2,8,0,-5,-2
18,Yes,Non-Travel,508,Research & Development,5,4,Medical,2,1245,-3,Female,94,0,-3,Research Scientist,6,Single (Modified),1855,6144,1,Y,Yes,22,7,0,79,1,1,2,-1,4,1,-4,4
21,No,Non-Travel,784,Research & Development,2,7,Medical,3,1691,4,Male,80,6,4,Laboratory Technician,1,Single,2569,11921,2,Y,No,23,3,-2,77,2,6,4,2,5,2,3,7
27,Yes,Travel_Rarely,1001,Research & Development,-1,1,Technical Degree,0,295,8,Female,84,5,-2,Research Scientist (Modified),1,Single,2661,8551,8,Y,Yes,14,-2,4,81,-1,8,6,0,6,5,-3,1
44,Yes,Non-Travel,1475,Sales,20,3,Life Sciences,2,987,6,Female,95,8,1,Sales Executive,2,Single,13191,17067,1,Y,Yes,13,-1,4,78,-3,22,4,2,-4,3,3,0
45,Yes,Travel_Frequently,1088,Sales,10,4,Life Sciences,4,1716,-2,Male,86,-4,2,Sales Executive,1,Married (Modified),12940,24159,9,Y (Modified),No,15,7,7,83,-5,21,1,5,26,2,16,10
32,No,Travel_Rarely,672,Research & Development,29,-2,Technical Degree,3,897,8,Male,77,1,6,Manufacturing Director (Modified),2,Married,10907,9131,3,Y,No (Modified),17,-1,2,84,1,15,4,-1,16,13,0,7
37,Yes,Travel_Rarely,463,Research & Development,6,1,Life Sciences,5,329,-3,Female (Modified),37,5,-3,Laboratory Technician,3,Married,2703,21511,2,Y,No,21,2,-3,75,4,15,-1,4,12,5,-4,8
32,No,Travel_Frequently,1010,Research & Development,8,4,Life Sciences,1,861,-1,Male,77,-2,-4,Research Scientist,4,Divorced,3761,2368,8,Y,No,16,1,-3,83,3,7,6,2,0,-1,3,-2
25,No,Travel_Rarely,868,Sales,4,4,Medical,3,1467,3,Male,83,6,0,Sales Executive,-4,Single,8465,23491,-4,Y,No,16,6,5,84,-3,9,7,3,9,6,-1,-1
31,Yes,Travel_Rarely,892,Research & Development,-3,1,Medical,-1,825,2,Male,47,3,3,Research Scientist,6,Single,4377,16375,9,Y,No,12,2,0,77,4,0,3,4,-1,0,2,-4
27,No,Travel_Rarely,721,Research & Development,28,4,Life Sciences,-4,1857,8,Male (Modified),88,-1,-2,Healthcare Representative,0,Divorced,6380,21145,3,Y,No,18,-1,4,82,-1,10,4,3,7,1,4,4
36,No,Travel_Rarely,1020,Research & Development,7,3,Life Sciences,-1,687,-2,Male,84,-2,2,Research Scientist,-1,Single,6641,19372,-2,Y,No,14,7,-2,79,-4,14,6,0,12,15,11,3
44,No,Travel_Rarely,704,Sales,16,5,Marketing (Modified),-4,731,8,Male (Modified),39,1,5,Sales Executive,-4,Single,4960,11828,1,Y,No,8,6,3,82,0,20,-2,5,6,2,0,4
30,No (Modified),Travel_Rarely,1019,Research & Development,-1,5,Life Sciences,2,731,-1,Female,41,7,0,Research Director,5,Single (Modified),11163,19375,4,Y,No,15,1,-1,80,-5,7,10,2,4,3,4,6
33,No,Travel_Rarely,185,Research & Development (Modified),2,4,Life Sciences,5,794,0,Female,72,5,3,Research Scientist,0,Single,3284,13550,5,Y,No,13,0,3,81,4,8,-1,-2,7,3,-3,5
42,Yes,Travel_Rarely,1359,Research & Development,7,-2,Technical Degree,-2,53,5,Female,44,-1,7,Research Director,6,Married,19545,16278,1,Y,No,15,2,7,82,-1,20,3,6,26,17,13,10
56,No,Travel_Rarely,864,Sales,4,0,Marketing,4,896,-1,Male,77,4,7,Sales Executive (Modified),8,Married (Modified),11840,22788,9,Y,No,13,-1,1,76,-2,25,-1,5,3,-5,5,-3
45,No,Non-Travel,983,Research & Development,2,-1,Life Sciences,-2,1472,4,Male,90,5,2,Laboratory Technician (Modified),7,Single,3165,7974,-2,Y,No,17,-1,0,79,1,9,9,-2,7,-3,3,-1
25,No,Travel_Rarely,153,Research & Development,2,1,Life Sciences,3,2063,2,Male,91,3,5,Manufacturing Director,5,Married,6138,5170,-1,Y,Yes,19,0,-3,84,-1,5,3,7,9,-2,2,4
20,No,Non-Travel,1095,Research & Development,13,5,Life Sciences,-3,810,1,Male,60,1,4,Laboratory Technician,1,Divorced,2694,26550,2,Y,No (Modified),15,0,-2,77,4,-2,3,3,1,-3,-1,-4
39,No,Travel_Rarely,412,Research & Development,-1,0,Technical Degree,-4,719,4,Female,84,4,2,Healthcare Representative (Modified),-2,Single (Modified),4555,20975,2,Y,No,9,0,2,83,-2,16,8,-2,21,8,10,6
37,No,Travel_Rarely,879,Sales,-1,8,Life Sciences,-2,1581,-2,Female,69,7,2,Sales Executive,1,Single,6814,21448,2,Y,No,8,1,-3,81,3,16,6,-2,2,2,4,2
